state,district,filename,source_url,sha256
Andhra Pradesh,Prakasam,andhra_pradesh_prakasam.pdf,"https://www.icar-crida.res.in/CP-2012/statewiseplans/Andhra%20pradesh%20(Pdf)/ANGRAU,%20Hyderabad/AP17%20Prakasam%2031.1.2011.pdf",
Andhra Pradesh,Ranga Reddy,andhra_pradesh_ranga_reddy.pdf,"https://www.icar-crida.res.in/CP-2012/statewiseplans/Andhra%20pradesh%20(Pdf)/ANGRAU,%20Hyderabad/AP18-RangaReddy%2031.1.2011.pdf",
Andhra Pradesh,Srikakulam,andhra_pradesh_srikakulam.pdf,"https://www.icar-crida.res.in/CP-2012/statewiseplans/Andhra%20pradesh%20(Pdf)/ANGRAU,%20Hyderabad/AP13-Srikakulam%2031.1.2011.pdf",
Andhra Pradesh,Visakhapatnam,andhra_pradesh_visakhapatnam.pdf,"https://www.icar-crida.res.in/CP-2012/statewiseplans/Andhra%20pradesh%20(Pdf)/ANGRAU,%20Hyderabad/AP19-Visakhapatnam%2031.1.2011.pdf",
Andhra Pradesh,Warangal,andhra_pradesh_warangal.pdf,"https://www.icar-crida.res.in/CP-2012/statewiseplans/Andhra%20pradesh%20(Pdf)/ANGRAU,%20Hyderabad/AP20-WARANGAL%2031.1.2011.pdf",
Andhra Pradesh,West Godavari,andhra_pradesh_west_godavari.pdf,"https://www.icar-crida.res.in/CP-2012/statewiseplans/Andhra%20pradesh%20(Pdf)/ANGRAU,%20Hyderabad/AP12-%20West%20Godawari%2031.1.2011.pdf",
Arunachal Pradesh,Anjaw,arunachal_pradesh_anjaw.pdf,https://www.icar-crida.res.in/CP-2012/statewiseplans/Arunachal%20Pradesh/AR3-Anjaw-01.07.2015.pdf,
Arunachal Pradesh,Changlang,arunachal_pradesh_changlang.pdf,https://www.icar-crida.res.in/CP-2012/statewiseplans/Arunachal%20Pradesh/AR4-Changlang-01.07.2015.pdf,
Arunachal Pradesh,Dibang Valley,arunachal_pradesh_dibang_valley.pdf,https://www.icar-crida.res.in/CP-2012/statewiseplans/Arunachal%20Pradesh/AR15-Dibang%20Valley.pdf,
Arunachal Pradesh,East Kameng,arunachal_pradesh_east_kameng.pdf,https://www.icar-crida.res.in/CP-2012/statewiseplans/Arunachal%20Pradesh/AR7-East%20Kameng-01.07.2015.pdf,
Arunachal Pradesh,East Siang,arunachal_pradesh_east_siang.pdf,https://www.icar-crida.res.in/CP-2012/statewiseplans/Arunachal%20Pradesh/AR8-East%20Siang-01.07.2015.pdf,
Arunachal Pradesh,Kurung Kumey,arunachal_pradesh_kurung_kumey.pdf,https://www.icar-crida.res.in/CP-2012/statewiseplans/Arunachal%20Pradesh/AR16-Kurung%20Kumey.pdf,
Arunachal Pradesh,Lohit,arunachal_pradesh_lohit.pdf,https://www.icar-crida.res.in/CP-2012/statewiseplans/Arunachal%20Pradesh/AR2-Lohit-01.07.2015.pdf,
Arunachal Pradesh,Longding,arunachal_pradesh_longding.pdf,https://www.icar-crida.res.in/CP-2012/statewiseplans/Arunachal%20Pradesh/AR17-Longding.pdf,
Arunachal Pradesh,Lower Dibang Valley,arunachal_pradesh_lower_dibang_valley.pdf,https://www.icar-crida.res.in/CP-2012/statewiseplans/Arunachal%20Pradesh/AR11-Lower%20Dibang%20Valley-01.07.2015.pdf,
Arunachal Pradesh,Lower Subansiri,arunachal_pradesh_lower_subansiri.pdf,https://www.icar-crida.res.in/CP-2012/statewiseplans/Arunachal%20Pradesh/AR5-Lower%20Subansiri-01.07.2015.pdf,
Arunachal Pradesh,Namsai,arunachal_pradesh_namsai.pdf,https://www.icar-crida.res.in/CP-2012/statewiseplans/Arunachal%20Pradesh/AR18_Namsai.pdf,
Arunachal Pradesh,Pamumpare,arunachal_pradesh_pamumpare.pdf,https://www.icar-crida.res.in/CP-2012/statewiseplans/Arunachal%20Pradesh/AR9-Papumpare-01.07.2015.pdf,
Arunachal Pradesh,Tawang,arunachal_pradesh_tawang.pdf,https://www.icar-crida.res.in/CP-2012/statewiseplans/Arunachal%20Pradesh/AR1-Tawang-01.07.2015.pdf,
